cid,topic,text,metadata
123,ĐIỀU KHOẢN VÀ ĐIỀU KIỆN MỞ VÀ SỬ DỤNG TIẾT KIỆM TÍCH GÓP SIÊU LINH HOẠT,"In case of any disputes arising from this Agreement, the parties will first attempt to resolve the issue
through negotiation or mediation. lfnegotiation or mediation fails, the parties have the right to bring the
đispute before a competent court in Vietnam for resolution. Vietnamese law will be applied to resolve
disputes arising from this Agreement.
Nội dung tiếng Anh tại văn bản này là bản dịch và chỉ có giá trị tham khảo./The English content in this
document will be treated as a translation and used for reference only.
","{""schema_version"": ""1.0.0"", ""original_filename"": ""Điều khoản và điều kiện mở và sử dụng tiết kiệm tích góp siêu linh hoạt.pdf"", ""file_type"": ""pdf"", ""mime_type"": ""application/pdf"", ""title"": ""ĐIỀU KHOẢN VÀ ĐIỀU KIỆN MỞ VÀ SỬ DỤNG TIẾT KIỆM TÍCH GÓP SIÊU LINH"", ""description"": ""Tài liệu quy định điều kiện và điều khoản liên quan đến sản phẩm tiết kiệm tích góp siêu linh hoạt tại Sacombank, bao gồm các quy định về mở tài khoản, gửi tiền định kỳ, rút trước hạn, tái tục, chi trả và các quy định sử dụng qua kênh trực tuyến cũng như quyền và nghĩa vụ của các bên liên quan."", ""topic"": [""tiết kiệm tích góp"", ""gửi tiền định kỳ"", ""rút trước hạn"", ""tái tục tiết kiệm"", ""chi trả tiết kiệm"", ""kênh trực tuyến"", ""Sacombank""], ""topic_or"": [""tiết kiệm tích góp"", ""rút tiền tiết kiệm"", ""gửi tiền linh hoạt"", ""tái tục tiết kiệm"", ""giao dịch trực tuyến"", ""quyền nghĩa vụ khách hàng""], ""topic_and"": [""tiết kiệm"", ""tích góp"", ""Sacombank""], ""language"": ""vi"", ""expiration_date"": null, ""effective_date"": ""2024-08-27"", ""related_document"": [], ""source_url"": null, ""tags"": [""Tiết kiệm"", ""Tiết kiệm tích góp"", ""Gửi định kỳ"", ""Rút trước hạn"", ""Chi trả lãi"", ""Tái tục tiết kiệm"", ""Giao dịch trực tuyến"", ""Sacombank""], ""category"": ""Sản phẩm ngân hàng"", ""document_type"": ""Điều khoản & điều kiện"", ""status"": ""có hiệu lực""}"
124,CHÍNH  SÁCH  TIẾT KIỆM  DÀNH  CHO  KHÁCH   HÀNG  CÁ NHÂN,"# CHÍNH  SÁCH  TIẾT KIỆM  DÀNH  CHO  KHÁCH   HÀNG  CÁ NHÂN
CỦA  SACOMBANK
# 1. Tiết kiệm có kỳ hạn:
- Tiện ích:
Chủ động gửi tiết kiệm tại quầy hoặc online.
Được tham gia nhiều chương trình khuyến mãi hấp dẫn.
Chủ động chọn loại hình lãnh lãi; rút trước hạn từng phần hoặc toàn bộ
vốn khi có nhu cầu.
Sử dụng Thẻ tiết kiệm để cầm cố vay vốn, chứng minh năng lực tài
chính…
Ưu đãi đặc biệt khi gửi tiết kiệm online: lãi suất luôn cao hơn tại quầy,
được cấp xác nhận tiền gửi, chủ động gửi tiền/rút tiền,...
- Đặc tính:
Gửi tiết kiệm có kỳ hạn dài: từ 1 đến 36 tháng.
Số tiền gửi tối thiểu: 50.000 VND hoặc 50 USD/EUR/AUD.
Lãi suất: hấp dẫn, cố định trong suốt kỳ hạn gửi.
- Điều kiện:
Cung cấp CMND/CCCD/Hộ  chiếu.
- Tích điểm:
Được tích lũy điểm đổi hàng trăm quà tặng hấp dẫn, thuộc nhiều lĩnh vực:
Siêu thị - Mua sắm, Điện máy, Nhà hàng - Ẩm thực, Thời trang - Làm
đẹp, Quà tặng hiện vật, Dặm bay - Dặm thưởng.
","{""schema_version"": ""1.0.0"", ""original_filename"": ""Thông tin chi tiết các loại tiết kiệm dành cho khách hàng cá nhân.pdf"", ""file_type"": ""pdf"", ""mime_type"": ""application/pdf"", ""title"": ""CHÍNH SÁCH TIẾT KIỆM DÀNH CHO KHÁCH HÀNG CÁ NHÂN CỦA SACOMBANK"", ""description"": ""Tài liệu trình bày thông tin chi tiết về các sản phẩm tiết kiệm dành cho khách hàng cá nhân tại Sacombank"", ""topic"": [""tiết kiệm cá nhân"", ""sản phẩm tiết kiệm"", ""Sacombank"", ""tiết kiệm có kỳ hạn"", ""tiết kiệm không kỳ hạn"", ""tiết kiệm trung niên phúc lộc"", ""tiết kiệm tích góp"", ""tiết kiệm phù đổng"", ""tiền gửi tương lai"", ""tiết kiệm đại phát""], ""topic_or"": [""gửi tiết kiệm"", ""sản phẩm gửi tiền"", ""gửi tiền linh hoạt"", ""lãi suất tiết kiệm"", ""tiết kiệm có kỳ hạn"", ""tiết kiệm không kỳ hạn"", ""tiết kiệm trung niên phúc lộc"", ""tiết kiệm tích góp"", ""tiết kiệm phù đổng"", ""tiền gửi tương lai"", ""tiết kiệm đại phát""], ""topic_and"": [""tiết kiệm"", ""khách hàng cá nhân"", ""Sacombank""], ""language"": ""vi"", ""expiration_date"": null, ""effective_date"": null, ""related_document"": [], ""source_url"": null, ""tags"": [""Tiết kiệm"", ""Khách hàng cá nhân"", ""Sacombank"", ""Tiết kiệm linh hoạt""], ""category"": ""Sản phẩm ngân hàng"", ""document_type"": ""Chính sách sản phẩm"", ""status"": ""có hiệu lực""}"
125,CHÍNH  SÁCH  TIẾT KIỆM  DÀNH  CHO  KHÁCH   HÀNG  CÁ NHÂN,"# 2. Tiết kiệm tích góp siêu linh hoạt:
- Tiện ích:
Chủ động gửi thêm hoặc rút tiền từ tài khoản tiết kiệm nhiều lần.
Đa kênh: nộp tiền khi có nhu cầu ngay trên các kênh trực tuyến, ATM,
quầy giao dịch.
Hưởng lãi suất có kỳ hạn hấp dẫn, cố định với 2 mốc lãi suất theo thời
gian thực gửi (mốc 1 lãi suất các tháng đầu, mốc 2 lãi suất 6 tháng cuối).
Được cấp Thẻ tiết kiệm để theo dõi số dư.
Miễn phí dịch vụ thông báo giao dịch nộp tiền vào Thẻ tiết kiệm.
- Đặc tính:
Kỳ hạn: 7, 9, 12, 15, 18, 24, 36 tháng
Phương thức lãnh lãi: cuối kỳ
Số tiền mở tài khoản và rút vốn từng phần tối thiểu:
○  Tại quầy: 1.000.000 VND
○  Kênh trực tuyến: 100.000 VND
Số tiền nộp thêm tối thiểu mỗi lần (*):
○  Tại quầy: 1.000.000 VND
○  Kênh trực tuyến: 10.000 VND
(*) Khách hàng không nộp thêm tiền vào tài khoản nếu thời gian còn lại
từ ngày nộp đến ngày đến hạn dưới 30 ngày.
- Lãi suất rút trước hạn:
Rút vốn từng phần: Tổng số tiền vốn được rút tối đa trong kỳ gửi bằng
tổng số dư tại ngày mở hoặc tái tục tài khoản, áp dụng lãi suất 0%/năm
trên phần vốn rút.
Rút toàn bộ vốn: chi lãi không kỳ hạn thấp nhất tại thời điểm rút.
- Điều kiện:
CMND/CCCD/Hộ   chiếu
- Tích điểm:
Được tích lũy điểm đổi hàng trăm quà tặng hấp dẫn, thuộc nhiều lĩnh vực:
Siêu thị, Mua sắm, Điện máy, Nhà hàng - Ẩm thực, Thời trang - Làm đẹp,
Quà tặng hiện vật, Dặm bay - Dặm thưởng.
","{""schema_version"": ""1.0.0"", ""original_filename"": ""Thông tin chi tiết các loại tiết kiệm dành cho khách hàng cá nhân.pdf"", ""file_type"": ""pdf"", ""mime_type"": ""application/pdf"", ""title"": ""CHÍNH SÁCH TIẾT KIỆM DÀNH CHO KHÁCH HÀNG CÁ NHÂN CỦA SACOMBANK"", ""description"": ""Tài liệu trình bày thông tin chi tiết về các sản phẩm tiết kiệm dành cho khách hàng cá nhân tại Sacombank"", ""topic"": [""tiết kiệm cá nhân"", ""sản phẩm tiết kiệm"", ""Sacombank"", ""tiết kiệm có kỳ hạn"", ""tiết kiệm không kỳ hạn"", ""tiết kiệm trung niên phúc lộc"", ""tiết kiệm tích góp"", ""tiết kiệm phù đổng"", ""tiền gửi tương lai"", ""tiết kiệm đại phát""], ""topic_or"": [""gửi tiết kiệm"", ""sản phẩm gửi tiền"", ""gửi tiền linh hoạt"", ""lãi suất tiết kiệm"", ""tiết kiệm có kỳ hạn"", ""tiết kiệm không kỳ hạn"", ""tiết kiệm trung niên phúc lộc"", ""tiết kiệm tích góp"", ""tiết kiệm phù đổng"", ""tiền gửi tương lai"", ""tiết kiệm đại phát""], ""topic_and"": [""tiết kiệm"", ""khách hàng cá nhân"", ""Sacombank""], ""language"": ""vi"", ""expiration_date"": null, ""effective_date"": null, ""related_document"": [], ""source_url"": null, ""tags"": [""Tiết kiệm"", ""Khách hàng cá nhân"", ""Sacombank"", ""Tiết kiệm linh hoạt""], ""category"": ""Sản phẩm ngân hàng"", ""document_type"": ""Chính sách sản phẩm"", ""status"": ""có hiệu lực""}"
126,CHÍNH  SÁCH  TIẾT KIỆM  DÀNH  CHO  KHÁCH   HÀNG  CÁ NHÂN,"# 3. Tiết kiệm trung niên phúc lộc:
- Tiện ích:
Tặng lãi suất thưởng khi gửi từ 12 tháng trở lên.
Ưu đãi giảm lãi suất vay cầm cố Thẻ Tiết kiệm khi gửi từ ½ kỳ hạn trở
Thông báo giao dịch (nộp, rút, tái tục,..) qua Sacombank Pay
- Đặc tính:
Dành cho Khách hàng từ 40 tuổi trở lên.
Kỳ hạn: từ 6 đến 36 tháng.
Mức gửi tối thiểu: 10.000.000 VND hoặc 1.000 USD.
Phương thức lãnh lãi: hàng tháng, hàng quý, cuối kỳ.
- Điều kiện:
Cung cấp CMND/CCCD/Hộ  chiếu.
- Tích điểm:
Được tích lũy điểm đổi hàng trăm quà tặng hấp dẫn, thuộc nhiều lĩnh vực:
Siêu thị, Mua sắm, Điện máy, Nhà hàng - Ẩm thực, Thời trang - Làm đẹp,
Quà tặng hiện vật, Dặm bay - Dặm thưởng.
","{""schema_version"": ""1.0.0"", ""original_filename"": ""Thông tin chi tiết các loại tiết kiệm dành cho khách hàng cá nhân.pdf"", ""file_type"": ""pdf"", ""mime_type"": ""application/pdf"", ""title"": ""CHÍNH SÁCH TIẾT KIỆM DÀNH CHO KHÁCH HÀNG CÁ NHÂN CỦA SACOMBANK"", ""description"": ""Tài liệu trình bày thông tin chi tiết về các sản phẩm tiết kiệm dành cho khách hàng cá nhân tại Sacombank"", ""topic"": [""tiết kiệm cá nhân"", ""sản phẩm tiết kiệm"", ""Sacombank"", ""tiết kiệm có kỳ hạn"", ""tiết kiệm không kỳ hạn"", ""tiết kiệm trung niên phúc lộc"", ""tiết kiệm tích góp"", ""tiết kiệm phù đổng"", ""tiền gửi tương lai"", ""tiết kiệm đại phát""], ""topic_or"": [""gửi tiết kiệm"", ""sản phẩm gửi tiền"", ""gửi tiền linh hoạt"", ""lãi suất tiết kiệm"", ""tiết kiệm có kỳ hạn"", ""tiết kiệm không kỳ hạn"", ""tiết kiệm trung niên phúc lộc"", ""tiết kiệm tích góp"", ""tiết kiệm phù đổng"", ""tiền gửi tương lai"", ""tiết kiệm đại phát""], ""topic_and"": [""tiết kiệm"", ""khách hàng cá nhân"", ""Sacombank""], ""language"": ""vi"", ""expiration_date"": null, ""effective_date"": null, ""related_document"": [], ""source_url"": null, ""tags"": [""Tiết kiệm"", ""Khách hàng cá nhân"", ""Sacombank"", ""Tiết kiệm linh hoạt""], ""category"": ""Sản phẩm ngân hàng"", ""document_type"": ""Chính sách sản phẩm"", ""status"": ""có hiệu lực""}"
127,CHÍNH  SÁCH  TIẾT KIỆM  DÀNH  CHO  KHÁCH   HÀNG  CÁ NHÂN,"# 4. Tiết kiệm đại phát:
- Tiện ích:
Lãi suất cao, tự động tăng 0,1%/năm sau mỗi 12 tháng.
Miễn phí 12 tháng sử dụng combo Tài khoản thanh toán.
- Đặc tính:
Kỳ hạn: 24, 36 tháng.
Số tiền gửi tối thiểu: 10.000.000 VND.
Định kỳ lãnh lãi: Hàng quý, hàng 6 tháng, hàng năm và cuối kỳ.
Lãi suất hấp dẫn
- Điều kiện:
Cung cấp CMND/CCCD/Hộ  chiếu.
- Tích điểm:
Được tích lũy điểm đổi hàng trăm quà tặng hấp dẫn, thuộc nhiều lĩnh vực:
Siêu thị - Mua sắm, Điện máy, Nhà hàng - Ẩm thực, Thời trang - Làm
đẹp, Quà tặng hiện vật, Dặm bay - Dặm thưởng.
","{""schema_version"": ""1.0.0"", ""original_filename"": ""Thông tin chi tiết các loại tiết kiệm dành cho khách hàng cá nhân.pdf"", ""file_type"": ""pdf"", ""mime_type"": ""application/pdf"", ""title"": ""CHÍNH SÁCH TIẾT KIỆM DÀNH CHO KHÁCH HÀNG CÁ NHÂN CỦA SACOMBANK"", ""description"": ""Tài liệu trình bày thông tin chi tiết về các sản phẩm tiết kiệm dành cho khách hàng cá nhân tại Sacombank"", ""topic"": [""tiết kiệm cá nhân"", ""sản phẩm tiết kiệm"", ""Sacombank"", ""tiết kiệm có kỳ hạn"", ""tiết kiệm không kỳ hạn"", ""tiết kiệm trung niên phúc lộc"", ""tiết kiệm tích góp"", ""tiết kiệm phù đổng"", ""tiền gửi tương lai"", ""tiết kiệm đại phát""], ""topic_or"": [""gửi tiết kiệm"", ""sản phẩm gửi tiền"", ""gửi tiền linh hoạt"", ""lãi suất tiết kiệm"", ""tiết kiệm có kỳ hạn"", ""tiết kiệm không kỳ hạn"", ""tiết kiệm trung niên phúc lộc"", ""tiết kiệm tích góp"", ""tiết kiệm phù đổng"", ""tiền gửi tương lai"", ""tiết kiệm đại phát""], ""topic_and"": [""tiết kiệm"", ""khách hàng cá nhân"", ""Sacombank""], ""language"": ""vi"", ""expiration_date"": null, ""effective_date"": null, ""related_document"": [], ""source_url"": null, ""tags"": [""Tiết kiệm"", ""Khách hàng cá nhân"", ""Sacombank"", ""Tiết kiệm linh hoạt""], ""category"": ""Sản phẩm ngân hàng"", ""document_type"": ""Chính sách sản phẩm"", ""status"": ""có hiệu lực""}"
128,CHÍNH  SÁCH  TIẾT KIỆM  DÀNH  CHO  KHÁCH   HÀNG  CÁ NHÂN,"# 5. Tiết kiệm không kỳ hạn:
- Tiện ích:
Chủ động nộp và rút tiền khi có nhu cầu.
Có Thẻ tiết kiệm để cập nhật số dư.
Hưởng lãi suất không kỳ hạn theo số dư cuối mỗi ngày.
- Đặc tính:
Nhóm khách hàng áp dụng:
○  Công dân Việt Nam sống tại Việt Nam và sử dụng Việt Nam Đồng
(VND).
○  Công dân Việt Nam cư trú tại nước ngoài và sử dụng các đồng
ngoại tệ theo danh sách: USD, EUR, AUD, CAD, CHF, GBP, JPY,
Số tiền mở tối thiểu: 50.000 VND, 50 USD/EUR hoặc ngoại tệ khác
tương đương.
- Điều kiện:
CMND/CCCD/Hộ   chiếu
- Tích điểm:
Được tích lũy điểm đổi hàng trăm quà tặng hấp dẫn, thuộc nhiều lĩnh vực:
Siêu thị - Mua sắm, Điện máy, Nhà hàng - Ẩm thực, Thời trang - Làm
đẹp, Quà tặng hiện vật, Dặm bay - Dặm thưởng.
","{""schema_version"": ""1.0.0"", ""original_filename"": ""Thông tin chi tiết các loại tiết kiệm dành cho khách hàng cá nhân.pdf"", ""file_type"": ""pdf"", ""mime_type"": ""application/pdf"", ""title"": ""CHÍNH SÁCH TIẾT KIỆM DÀNH CHO KHÁCH HÀNG CÁ NHÂN CỦA SACOMBANK"", ""description"": ""Tài liệu trình bày thông tin chi tiết về các sản phẩm tiết kiệm dành cho khách hàng cá nhân tại Sacombank"", ""topic"": [""tiết kiệm cá nhân"", ""sản phẩm tiết kiệm"", ""Sacombank"", ""tiết kiệm có kỳ hạn"", ""tiết kiệm không kỳ hạn"", ""tiết kiệm trung niên phúc lộc"", ""tiết kiệm tích góp"", ""tiết kiệm phù đổng"", ""tiền gửi tương lai"", ""tiết kiệm đại phát""], ""topic_or"": [""gửi tiết kiệm"", ""sản phẩm gửi tiền"", ""gửi tiền linh hoạt"", ""lãi suất tiết kiệm"", ""tiết kiệm có kỳ hạn"", ""tiết kiệm không kỳ hạn"", ""tiết kiệm trung niên phúc lộc"", ""tiết kiệm tích góp"", ""tiết kiệm phù đổng"", ""tiền gửi tương lai"", ""tiết kiệm đại phát""], ""topic_and"": [""tiết kiệm"", ""khách hàng cá nhân"", ""Sacombank""], ""language"": ""vi"", ""expiration_date"": null, ""effective_date"": null, ""related_document"": [], ""source_url"": null, ""tags"": [""Tiết kiệm"", ""Khách hàng cá nhân"", ""Sacombank"", ""Tiết kiệm linh hoạt""], ""category"": ""Sản phẩm ngân hàng"", ""document_type"": ""Chính sách sản phẩm"", ""status"": ""có hiệu lực""}"
129,CHÍNH  SÁCH  TIẾT KIỆM  DÀNH  CHO  KHÁCH   HÀNG  CÁ NHÂN,"# 6. Tiết kiệm Phù Đổng:
- Tiện ích:
Thẻ tiết kiệm Phù Đổng đứng tên bé.
Chủ động gửi thêm hoặc rút tiền từ tài khoản tiết kiệm nhiều lần.
Nộp tiền đa kênh trên Sacombank Pay/ ATM/CDM/ iBaking và Quầy
giao dịch.
Rút tiền tại Quầy giao dịch.
Thông báo giao dịch (nộp, rút, tái tục,...) qua Sacombank Pay.
- Ưu đãi quy điểm đổi quà áp dụng từ 01/6/2020:
Mỗi 120.000 VND tích lũy được 01 điểm đổi quà
Quốc tế Thiếu nhi: Giao dịch mở mới/ gửi thêm từ 1.000.000 VND trong
tháng 06 tặng 100 điểm.
Bé có kết quả học tập tốt hàng năm:
o  Xuất sắc: Tặng 300 điểm.
o  Giỏi: Tặng 200 điểm.
- Đặc tính:
Khách hàng Việt Nam dưới 15 tuổi.
Kỳ hạn: 6 tháng, 1 đến 5 năm.
Số tiền mở tài khoản tối thiểu: 100.000 VND hoặc 5 USD.
Số tiền nộp thêm tối thiểu mỗi lần (*)
","{""schema_version"": ""1.0.0"", ""original_filename"": ""Thông tin chi tiết các loại tiết kiệm dành cho khách hàng cá nhân.pdf"", ""file_type"": ""pdf"", ""mime_type"": ""application/pdf"", ""title"": ""CHÍNH SÁCH TIẾT KIỆM DÀNH CHO KHÁCH HÀNG CÁ NHÂN CỦA SACOMBANK"", ""description"": ""Tài liệu trình bày thông tin chi tiết về các sản phẩm tiết kiệm dành cho khách hàng cá nhân tại Sacombank"", ""topic"": [""tiết kiệm cá nhân"", ""sản phẩm tiết kiệm"", ""Sacombank"", ""tiết kiệm có kỳ hạn"", ""tiết kiệm không kỳ hạn"", ""tiết kiệm trung niên phúc lộc"", ""tiết kiệm tích góp"", ""tiết kiệm phù đổng"", ""tiền gửi tương lai"", ""tiết kiệm đại phát""], ""topic_or"": [""gửi tiết kiệm"", ""sản phẩm gửi tiền"", ""gửi tiền linh hoạt"", ""lãi suất tiết kiệm"", ""tiết kiệm có kỳ hạn"", ""tiết kiệm không kỳ hạn"", ""tiết kiệm trung niên phúc lộc"", ""tiết kiệm tích góp"", ""tiết kiệm phù đổng"", ""tiền gửi tương lai"", ""tiết kiệm đại phát""], ""topic_and"": [""tiết kiệm"", ""khách hàng cá nhân"", ""Sacombank""], ""language"": ""vi"", ""expiration_date"": null, ""effective_date"": null, ""related_document"": [], ""source_url"": null, ""tags"": [""Tiết kiệm"", ""Khách hàng cá nhân"", ""Sacombank"", ""Tiết kiệm linh hoạt""], ""category"": ""Sản phẩm ngân hàng"", ""document_type"": ""Chính sách sản phẩm"", ""status"": ""có hiệu lực""}"
130,CHÍNH  SÁCH  TIẾT KIỆM  DÀNH  CHO  KHÁCH   HÀNG  CÁ NHÂN,"# 1. Tại quầy: 100.000 VND hoặc 5 USD
# 2. Sacombank Pay/ATM/CDM/iBanking: chỉ nộp tiền VND, Số tiền tối
thiểu theo quy định của từng kênh.
(*) Khách hàng không nộp thêm tiền vào tài khoản nếu thời gian còn lại
từ ngày nộp đến ngày đến hạn dưới 30 ngày.
Số tiền rút vốn từng phần tối thiểu: 1.000.000 VND hoặc 100 USD
Lãi suất rút trước hạn:
","{""schema_version"": ""1.0.0"", ""original_filename"": ""Thông tin chi tiết các loại tiết kiệm dành cho khách hàng cá nhân.pdf"", ""file_type"": ""pdf"", ""mime_type"": ""application/pdf"", ""title"": ""CHÍNH SÁCH TIẾT KIỆM DÀNH CHO KHÁCH HÀNG CÁ NHÂN CỦA SACOMBANK"", ""description"": ""Tài liệu trình bày thông tin chi tiết về các sản phẩm tiết kiệm dành cho khách hàng cá nhân tại Sacombank"", ""topic"": [""tiết kiệm cá nhân"", ""sản phẩm tiết kiệm"", ""Sacombank"", ""tiết kiệm có kỳ hạn"", ""tiết kiệm không kỳ hạn"", ""tiết kiệm trung niên phúc lộc"", ""tiết kiệm tích góp"", ""tiết kiệm phù đổng"", ""tiền gửi tương lai"", ""tiết kiệm đại phát""], ""topic_or"": [""gửi tiết kiệm"", ""sản phẩm gửi tiền"", ""gửi tiền linh hoạt"", ""lãi suất tiết kiệm"", ""tiết kiệm có kỳ hạn"", ""tiết kiệm không kỳ hạn"", ""tiết kiệm trung niên phúc lộc"", ""tiết kiệm tích góp"", ""tiết kiệm phù đổng"", ""tiền gửi tương lai"", ""tiết kiệm đại phát""], ""topic_and"": [""tiết kiệm"", ""khách hàng cá nhân"", ""Sacombank""], ""language"": ""vi"", ""expiration_date"": null, ""effective_date"": null, ""related_document"": [], ""source_url"": null, ""tags"": [""Tiết kiệm"", ""Khách hàng cá nhân"", ""Sacombank"", ""Tiết kiệm linh hoạt""], ""category"": ""Sản phẩm ngân hàng"", ""document_type"": ""Chính sách sản phẩm"", ""status"": ""có hiệu lực""}"
131,CHÍNH  SÁCH  TIẾT KIỆM  DÀNH  CHO  KHÁCH   HÀNG  CÁ NHÂN,"# 1. Rút vốn từng phần: Tổng số tiền vốn được rút tối đa trong kỳ gửi bằng
tổng số dư tại ngày mở hoặc tái tục tài khoản, áp dụng lãi suất 0%/năm
trên phần vốn rút.
# 2. Rút toàn bộ vốn: chi lãi không kỳ hạn thấp nhất tại thời điểm rút.
- Tích điểm:
Được tích lũy điểm đổi hàng trăm quà tặng hấp dẫn, thuộc nhiều lĩnh vực:
Siêu thị - Mua sắm, Điện máy, Nhà hàng - Ẩm thực, Thời trang - Làm
đẹp, Quà tặng hiện vật, Dặm bay - Dặm thưởng.
","{""schema_version"": ""1.0.0"", ""original_filename"": ""Thông tin chi tiết các loại tiết kiệm dành cho khách hàng cá nhân.pdf"", ""file_type"": ""pdf"", ""mime_type"": ""application/pdf"", ""title"": ""CHÍNH SÁCH TIẾT KIỆM DÀNH CHO KHÁCH HÀNG CÁ NHÂN CỦA SACOMBANK"", ""description"": ""Tài liệu trình bày thông tin chi tiết về các sản phẩm tiết kiệm dành cho khách hàng cá nhân tại Sacombank"", ""topic"": [""tiết kiệm cá nhân"", ""sản phẩm tiết kiệm"", ""Sacombank"", ""tiết kiệm có kỳ hạn"", ""tiết kiệm không kỳ hạn"", ""tiết kiệm trung niên phúc lộc"", ""tiết kiệm tích góp"", ""tiết kiệm phù đổng"", ""tiền gửi tương lai"", ""tiết kiệm đại phát""], ""topic_or"": [""gửi tiết kiệm"", ""sản phẩm gửi tiền"", ""gửi tiền linh hoạt"", ""lãi suất tiết kiệm"", ""tiết kiệm có kỳ hạn"", ""tiết kiệm không kỳ hạn"", ""tiết kiệm trung niên phúc lộc"", ""tiết kiệm tích góp"", ""tiết kiệm phù đổng"", ""tiền gửi tương lai"", ""tiết kiệm đại phát""], ""topic_and"": [""tiết kiệm"", ""khách hàng cá nhân"", ""Sacombank""], ""language"": ""vi"", ""expiration_date"": null, ""effective_date"": null, ""related_document"": [], ""source_url"": null, ""tags"": [""Tiết kiệm"", ""Khách hàng cá nhân"", ""Sacombank"", ""Tiết kiệm linh hoạt""], ""category"": ""Sản phẩm ngân hàng"", ""document_type"": ""Chính sách sản phẩm"", ""status"": ""có hiệu lực""}"
132,CHÍNH  SÁCH  TIẾT KIỆM  DÀNH  CHO  KHÁCH   HÀNG  CÁ NHÂN,"# 7. Tiền gửi tương lai:
- Tiện ích:
Tự động trích tiền từ Tài khoản thanh toán để gửi tiết kiệm.
Tự động trả vốn và lãi vào Tài khoản thanh toán khi đến hạn, dễ dàng rút
tiền tại các ATM.
Tự động tái tục Tiền gửi Tương lai, giúp kế hoạch tích góp được liên tục.
Miễn phí dịch vụ nhận tin nhắn nhắc đến hạn nộp Tiền gửi Tương lai.
- Đặc tính:
Kỳ hạn gửi: 1 đến 5 năm
Định kỳ và số tiền gửi tối thiểu: 100.000 VND/tháng, 300.000 VND/3
tháng, 600.000 VND/6 tháng
Phương thức lãnh lãi: cuối kỳ
Lãi suất hấp dẫn, cố định trong suốt kỳ hạn
- Điều kiện:
Mở tại điểm giao dịch Sacombank: CMND/CCCD/Hộ chiếu
Mở trực tuyến: gửi tiền dễ dàng ngay trên Internet Banking, Mobile
Banking
- Tích điểm:
Được tích lũy điểm đổi hàng trăm quà tặng hấp dẫn, thuộc nhiều lĩnh vực:
Siêu thị - Mua sắm, Điện máy, Nhà hàng - Ẩm thực, Thời trang - Làm
đẹp, Quà tặng hiện vật, Dặm bay - Dặm thưởng.
","{""schema_version"": ""1.0.0"", ""original_filename"": ""Thông tin chi tiết các loại tiết kiệm dành cho khách hàng cá nhân.pdf"", ""file_type"": ""pdf"", ""mime_type"": ""application/pdf"", ""title"": ""CHÍNH SÁCH TIẾT KIỆM DÀNH CHO KHÁCH HÀNG CÁ NHÂN CỦA SACOMBANK"", ""description"": ""Tài liệu trình bày thông tin chi tiết về các sản phẩm tiết kiệm dành cho khách hàng cá nhân tại Sacombank"", ""topic"": [""tiết kiệm cá nhân"", ""sản phẩm tiết kiệm"", ""Sacombank"", ""tiết kiệm có kỳ hạn"", ""tiết kiệm không kỳ hạn"", ""tiết kiệm trung niên phúc lộc"", ""tiết kiệm tích góp"", ""tiết kiệm phù đổng"", ""tiền gửi tương lai"", ""tiết kiệm đại phát""], ""topic_or"": [""gửi tiết kiệm"", ""sản phẩm gửi tiền"", ""gửi tiền linh hoạt"", ""lãi suất tiết kiệm"", ""tiết kiệm có kỳ hạn"", ""tiết kiệm không kỳ hạn"", ""tiết kiệm trung niên phúc lộc"", ""tiết kiệm tích góp"", ""tiết kiệm phù đổng"", ""tiền gửi tương lai"", ""tiết kiệm đại phát""], ""topic_and"": [""tiết kiệm"", ""khách hàng cá nhân"", ""Sacombank""], ""language"": ""vi"", ""expiration_date"": null, ""effective_date"": null, ""related_document"": [], ""source_url"": null, ""tags"": [""Tiết kiệm"", ""Khách hàng cá nhân"", ""Sacombank"", ""Tiết kiệm linh hoạt""], ""category"": ""Sản phẩm ngân hàng"", ""document_type"": ""Chính sách sản phẩm"", ""status"": ""có hiệu lực""}"
